index,year,state,state_po,totalvotes,D_name,R_name,D_votes,R_votes,winner_votes,loser_votes,votes_to_flip,party_win,electoral_votes,total_electoral_votes,D_electoral,R_electoral,overall_winner,winner_state
339,2000,NORTH CAROLINA,NC,2888855,"GORE, AL","BUSH, GEORGE W.",1257692,1631163,1631163,1257692,186736,R,14,538,267,271,R,True
340,2000,NORTH DAKOTA,ND,270136,"GORE, AL","BUSH, GEORGE W.",95284,174852,174852,95284,39785,R,3,538,267,271,R,True
341,2000,OHIO,OH,4533991,"GORE, AL","BUSH, GEORGE W.",2183628,2350363,2350363,2183628,83368,R,21,538,267,271,R,True
342,2000,OKLAHOMA,OK,1218613,"GORE, AL","BUSH, GEORGE W.",474276,744337,744337,474276,135031,R,8,538,267,271,R,True
343,2000,OREGON,OR,1433919,"GORE, AL","BUSH, GEORGE W.",720342,713577,720342,713577,3383,D,7,538,267,271,R,False
344,2000,PENNSYLVANIA,PA,4767094,"GORE, AL","BUSH, GEORGE W.",2485967,2281127,2485967,2281127,102421,D,23,538,267,271,R,False
345,2000,RHODE ISLAND,RI,380063,"GORE, AL","BUSH, GEORGE W.",249508,130555,249508,130555,59477,D,4,538,267,271,R,False
346,2000,SOUTH CAROLINA,SC,1352929,"GORE, AL","BUSH, GEORGE W.",566037,786892,786892,566037,110428,R,8,538,267,271,R,True
347,2000,SOUTH DAKOTA,SD,309504,"GORE, AL","BUSH, GEORGE W.",118804,190700,190700,118804,35949,R,3,538,267,271,R,True
348,2000,TENNESSEE,TN,2043669,"GORE, AL","BUSH, GEORGE W.",981720,1061949,1061949,981720,40115,R,11,538,267,271,R,True
349,2000,TEXAS,TX,6233385,"GORE, AL","BUSH, GEORGE W.",2433746,3799639,3799639,2433746,682947,R,32,538,267,271,R,True
350,2000,UTAH,UT,718149,"GORE, AL","BUSH, GEORGE W.",203053,515096,515096,203053,156022,R,5,538,267,271,R,True
351,2000,VERMONT,VT,268797,"GORE, AL","BUSH, GEORGE W.",149022,119775,149022,119775,14624,D,3,538,267,271,R,False
352,2000,VIRGINIA,VA,2654780,"GORE, AL","BUSH, GEORGE W.",1217290,1437490,1437490,1217290,110101,R,13,538,267,271,R,True
353,2000,WASHINGTON,WA,2356516,"GORE, AL","BUSH, GEORGE W.",1247652,1108864,1247652,1108864,69395,D,11,538,267,271,R,False
354,2000,WEST VIRGINIA,WV,631972,"GORE, AL","BUSH, GEORGE W.",295497,336475,336475,295497,20490,R,5,538,267,271,R,True
355,2000,WISCONSIN,WI,2480266,"GORE, AL","BUSH, GEORGE W.",1242987,1237279,1242987,1237279,2855,D,11,538,267,271,R,False
356,2000,WYOMING,WY,208428,"GORE, AL","BUSH, GEORGE W.",60481,147947,147947,60481,43734,R,3,538,267,271,R,True
357,2004,ALABAMA,AL,1870327,"KERRY, JOHN","BUSH, GEORGE W.",693933,1176394,1176394,693933,241231,R,9,538,252,286,R,True
358,2004,ALASKA,AK,301914,"KERRY, JOHN","BUSH, GEORGE W.",111025,190889,190889,111025,39933,R,3,538,252,286,R,True
359,2004,ARIZONA,AZ,1997818,"KERRY, JOHN","BUSH, GEORGE W.",893524,1104294,1104294,893524,105386,R,10,538,252,286,R,True
360,2004,ARKANSAS,AR,1042851,"KERRY, JOHN","BUSH, GEORGE W.",469953,572898,572898,469953,51473,R,6,538,252,286,R,True
361,2004,CALIFORNIA,CA,12255311,"KERRY, JOHN","BUSH, GEORGE W.",6745485,5509826,6745485,5509826,617830,D,55,538,252,286,R,False
362,2004,COLORADO,CO,2102987,"KERRY, JOHN","BUSH, GEORGE W.",1001732,1101255,1101255,1001732,49762,R,9,538,252,286,R,True
363,2004,CONNECTICUT,CT,1551314,"KERRY, JOHN","BUSH, GEORGE W.",857488,693826,857488,693826,81832,D,7,538,252,286,R,False
364,2004,DELAWARE,DE,371812,"KERRY, JOHN","BUSH, GEORGE W.",200152,171660,200152,171660,14247,D,3,538,252,286,R,False
365,2004,D.C.,DC,224226,"KERRY, JOHN","BUSH, GEORGE W.",202970,21256,202970,21256,90858,D,3,538,252,286,R,False
366,2004,FLORIDA,FL,7548066,"KERRY, JOHN","BUSH, GEORGE W.",3583544,3964522,3964522,3583544,190490,R,27,538,252,286,R,True
367,2004,GEORGIA,GA,3280403,"KERRY, JOHN","BUSH, GEORGE W.",1366149,1914254,1914254,1366149,274053,R,15,538,252,286,R,True
368,2004,HAWAII,HI,425899,"KERRY, JOHN","BUSH, GEORGE W.",231708,194191,231708,194191,18759,D,4,538,252,286,R,False
369,2004,IDAHO,ID,590333,"KERRY, JOHN","BUSH, GEORGE W.",181098,409235,409235,181098,114069,R,4,538,252,286,R,True
370,2004,ILLINOIS,IL,5237496,"KERRY, JOHN","BUSH, GEORGE W.",2891550,2345946,2891550,2345946,272803,D,21,538,252,286,R,False
371,2004,INDIANA,IN,2448449,"KERRY, JOHN","BUSH, GEORGE W.",969011,1479438,1479438,969011,255214,R,11,538,252,286,R,True
372,2004,IOWA,IA,1493855,"KERRY, JOHN","BUSH, GEORGE W.",741898,751957,751957,741898,5030,R,7,538,252,286,R,True
373,2004,KANSAS,KS,1171449,"KERRY, JOHN","BUSH, GEORGE W.",434993,736456,736456,434993,150732,R,6,538,252,286,R,True
374,2004,KENTUCKY,KY,1782172,"KERRY, JOHN","BUSH, GEORGE W.",712733,1069439,1069439,712733,178354,R,8,538,252,286,R,True
375,2004,LOUISIANA,LA,1922468,"KERRY, JOHN","BUSH, GEORGE W.",820299,1102169,1102169,820299,140936,R,9,538,252,286,R,True
376,2004,MAINE,ME,727043,"KERRY, JOHN","BUSH, GEORGE W.",396842,330201,396842,330201,33321,D,4,538,252,286,R,False
377,2004,MARYLAND,MD,2359196,"KERRY, JOHN","BUSH, GEORGE W.",1334493,1024703,1334493,1024703,154896,D,10,538,252,286,R,False
378,2004,MASSACHUSETTS,MA,2874909,"KERRY, JOHN","BUSH, GEORGE W.",1803800,1071109,1803800,1071109,366346,D,12,538,252,286,R,False
379,2004,MICHIGAN,MI,4792929,"KERRY, JOHN","BUSH, GEORGE W.",2479183,2313746,2479183,2313746,82719,D,17,538,252,286,R,False
380,2004,MINNESOTA,MN,2791709,"KERRY, JOHN","BUSH, GEORGE W.",1445014,1346695,1445014,1346695,49160,D,10,538,252,286,R,False
381,2004,MISSISSIPPI,MS,1130426,"KERRY, JOHN","BUSH, GEORGE W.",457766,672660,672660,457766,107448,R,6,538,252,286,R,True
382,2004,MISSOURI,MO,2714884,"KERRY, JOHN","BUSH, GEORGE W.",1259171,1455713,1455713,1259171,98272,R,11,538,252,286,R,True
383,2004,MONTANA,MT,439773,"KERRY, JOHN","BUSH, GEORGE W.",173710,266063,266063,173710,46177,R,3,538,252,286,R,True
384,2004,NEBRASKA,NE,767142,"KERRY, JOHN","BUSH, GEORGE W.",254328,512814,512814,254328,129244,R,5,538,252,286,R,True
385,2004,NEVADA,NV,815880,"KERRY, JOHN","BUSH, GEORGE W.",397190,418690,418690,397190,10751,R,5,538,252,286,R,True
386,2004,NEW HAMPSHIRE,NH,671748,"KERRY, JOHN","BUSH, GEORGE W.",340511,331237,340511,331237,4638,D,4,538,252,286,R,False
387,2004,NEW JERSEY,NJ,3581433,"KERRY, JOHN","BUSH, GEORGE W.",1911430,1670003,1911430,1670003,120714,D,15,538,252,286,R,False
388,2004,NEW MEXICO,NM,747872,"KERRY, JOHN","BUSH, GEORGE W.",370942,376930,376930,370942,2995,R,5,538,252,286,R,True
389,2004,NEW YORK,NY,6987748,"KERRY, JOHN","BUSH, GEORGE W.",4180755,2806993,4180755,2806993,686882,D,31,538,252,286,R,False
390,2004,NORTH CAROLINA,NC,3487015,"KERRY, JOHN","BUSH, GEORGE W.",1525849,1961166,1961166,1525849,217659,R,15,538,252,286,R,True
391,2004,NORTH DAKOTA,ND,307703,"KERRY, JOHN","BUSH, GEORGE W.",111052,196651,196651,111052,42800,R,3,538,252,286,R,True
392,2004,OHIO,OH,5600929,"KERRY, JOHN","BUSH, GEORGE W.",2741165,2859764,2859764,2741165,59300,R,20,538,252,286,R,True
393,2004,OKLAHOMA,OK,1463758,"KERRY, JOHN","BUSH, GEORGE W.",503966,959792,959792,503966,227914,R,7,538,252,286,R,True
394,2004,OREGON,OR,1809994,"KERRY, JOHN","BUSH, GEORGE W.",943163,866831,943163,866831,38167,D,7,538,252,286,R,False
395,2004,PENNSYLVANIA,PA,5731942,"KERRY, JOHN","BUSH, GEORGE W.",2938095,2793847,2938095,2793847,72125,D,21,538,252,286,R,False
396,2004,RHODE ISLAND,RI,428806,"KERRY, JOHN","BUSH, GEORGE W.",259760,169046,259760,169046,45358,D,4,538,252,286,R,False
397,2004,SOUTH CAROLINA,SC,1599643,"KERRY, JOHN","BUSH, GEORGE W.",661669,937974,937974,661669,138153,R,8,538,252,286,R,True
398,2004,SOUTH DAKOTA,SD,381828,"KERRY, JOHN","BUSH, GEORGE W.",149244,232584,232584,149244,41671,R,3,538,252,286,R,True
399,2004,TENNESSEE,TN,2420852,"KERRY, JOHN","BUSH, GEORGE W.",1036477,1384375,1384375,1036477,173950,R,11,538,252,286,R,True
400,2004,TEXAS,TX,7359621,"KERRY, JOHN","BUSH, GEORGE W.",2832704,4526917,4526917,2832704,847107,R,34,538,252,286,R,True
401,2004,UTAH,UT,904941,"KERRY, JOHN","BUSH, GEORGE W.",241199,663742,663742,241199,211272,R,5,538,252,286,R,True
402,2004,VERMONT,VT,305247,"KERRY, JOHN","BUSH, GEORGE W.",184067,121180,184067,121180,31444,D,3,538,252,286,R,False
403,2004,VIRGINIA,VA,3171701,"KERRY, JOHN","BUSH, GEORGE W.",1454742,1716959,1716959,1454742,131109,R,13,538,252,286,R,True
404,2004,WASHINGTON,WA,2815095,"KERRY, JOHN","BUSH, GEORGE W.",1510201,1304894,1510201,1304894,102654,D,11,538,252,286,R,False
405,2004,WEST VIRGINIA,WV,750319,"KERRY, JOHN","BUSH, GEORGE W.",326541,423778,423778,326541,48619,R,5,538,252,286,R,True
406,2004,WISCONSIN,WI,2967624,"KERRY, JOHN","BUSH, GEORGE W.",1489504,1478120,1489504,1478120,5693,D,10,538,252,286,R,False
407,2004,WYOMING,WY,238405,"KERRY, JOHN","BUSH, GEORGE W.",70776,167629,167629,70776,48427,R,3,538,252,286,R,True
408,2008,ALABAMA,AL,2080025,"OBAMA, BARACK H.","MCCAIN, JOHN",813479,1266546,1266546,813479,226534,R,9,538,365,173,D,False
409,2008,ALASKA,AK,317435,"OBAMA, BARACK H.","MCCAIN, JOHN",123594,193841,193841,123594,35124,R,3,538,365,173,D,False
410,2008,ARIZONA,AZ,2264818,"OBAMA, BARACK H.","MCCAIN, JOHN",1034707,1230111,1230111,1034707,97703,R,10,538,365,173,D,False
411,2008,ARKANSAS,AR,1060327,"OBAMA, BARACK H.","MCCAIN, JOHN",422310,638017,638017,422310,107854,R,6,538,365,173,D,False
412,2008,CALIFORNIA,CA,13286254,"OBAMA, BARACK H.","MCCAIN, JOHN",8274473,5011781,8274473,5011781,1631347,D,55,538,365,173,D,True
413,2008,COLORADO,CO,2362165,"OBAMA, BARACK H.","MCCAIN, JOHN",1288576,1073589,1288576,1073589,107494,D,9,538,365,173,D,True
414,2008,CONNECTICUT,CT,1627200,"OBAMA, BARACK H.","MCCAIN, JOHN",997772,629428,997772,629428,184173,D,7,538,365,173,D,True
415,2008,DELAWARE,DE,407833,"OBAMA, BARACK H.","MCCAIN, JOHN",255459,152374,255459,152374,51543,D,3,538,365,173,D,True
416,2008,D.C.,DC,263167,"OBAMA, BARACK H.","MCCAIN, JOHN",245800,17367,245800,17367,114217,D,3,538,365,173,D,True
417,2008,FLORIDA,FL,8327698,"OBAMA, BARACK H.","MCCAIN, JOHN",4282074,4045624,4282074,4045624,118226,D,27,538,365,173,D,True
418,2008,GEORGIA,GA,3892882,"OBAMA, BARACK H.","MCCAIN, JOHN",1844123,2048759,2048759,1844123,102319,R,15,538,365,173,D,False
419,2008,HAWAII,HI,446437,"OBAMA, BARACK H.","MCCAIN, JOHN",325871,120566,325871,120566,102653,D,4,538,365,173,D,True
420,2008,IDAHO,ID,639452,"OBAMA, BARACK H.","MCCAIN, JOHN",236440,403012,403012,236440,83287,R,4,538,365,173,D,False
421,2008,ILLINOIS,IL,5450527,"OBAMA, BARACK H.","MCCAIN, JOHN",3419348,2031179,3419348,2031179,694085,D,21,538,365,173,D,True
422,2008,INDIANA,IN,2719687,"OBAMA, BARACK H.","MCCAIN, JOHN",1374039,1345648,1374039,1345648,14196,D,11,538,365,173,D,True
423,2008,IOWA,IA,1511319,"OBAMA, BARACK H.","MCCAIN, JOHN",828940,682379,828940,682379,73281,D,7,538,365,173,D,True
424,2008,KANSAS,KS,1214420,"OBAMA, BARACK H.","MCCAIN, JOHN",514765,699655,699655,514765,92446,R,6,538,365,173,D,False
425,2008,KENTUCKY,KY,1800447,"OBAMA, BARACK H.","MCCAIN, JOHN",751985,1048462,1048462,751985,148239,R,8,538,365,173,D,False
426,2008,LOUISIANA,LA,1931264,"OBAMA, BARACK H.","MCCAIN, JOHN",782989,1148275,1148275,782989,182644,R,9,538,365,173,D,False
427,2008,MAINE,ME,717196,"OBAMA, BARACK H.","MCCAIN, JOHN",421923,295273,421923,295273,63326,D,4,538,365,173,D,True
428,2008,MARYLAND,MD,2589329,"OBAMA, BARACK H.","MCCAIN, JOHN",1629467,959862,1629467,959862,334803,D,10,538,365,173,D,True
429,2008,MASSACHUSETTS,MA,3012951,"OBAMA, BARACK H.","MCCAIN, JOHN",1904097,1108854,1904097,1108854,397622,D,12,538,365,173,D,True
430,2008,MICHIGAN,MI,4921218,"OBAMA, BARACK H.","MCCAIN, JOHN",2872579,2048639,2872579,2048639,411971,D,17,538,365,173,D,True
431,2008,MINNESOTA,MN,2848763,"OBAMA, BARACK H.","MCCAIN, JOHN",1573354,1275409,1573354,1275409,148973,D,10,538,365,173,D,True
432,2008,MISSISSIPPI,MS,1279259,"OBAMA, BARACK H.","MCCAIN, JOHN",554662,724597,724597,554662,84968,R,6,538,365,173,D,False
433,2008,MISSOURI,MO,2887725,"OBAMA, BARACK H.","MCCAIN, JOHN",1441911,1445814,1445814,1441911,1952,R,11,538,365,173,D,False
434,2008,MONTANA,MT,474430,"OBAMA, BARACK H.","MCCAIN, JOHN",231667,242763,242763,231667,5549,R,3,538,365,173,D,False
435,2008,NEBRASKA,NE,511839,"OBAMA, BARACK H.","MCCAIN, JOHN",194427,317412,317412,194427,61493,R,4,538,365,173,D,False
435,2008,NE-02,NE-02,274459,"OBAMA, BARACK H.","MCCAIN, JOHN",138892,135567,138892,135567,1663,D,1,538,365,173,D,True
436,2008,NEVADA,NV,946563,"OBAMA, BARACK H.","MCCAIN, JOHN",533736,412827,533736,412827,60455,D,5,538,365,173,D,True
437,2008,NEW HAMPSHIRE,NH,701360,"OBAMA, BARACK H.","MCCAIN, JOHN",384826,316534,384826,316534,34147,D,4,538,365,173,D,True
438,2008,NEW JERSEY,NJ,3828629,"OBAMA, BARACK H.","MCCAIN, JOHN",2215422,1613207,2215422,1613207,301108,D,15,538,365,173,D,True
439,2008,NEW MEXICO,NM,819254,"OBAMA, BARACK H.","MCCAIN, JOHN",472422,346832,472422,346832,62796,D,5,538,365,173,D,True
440,2008,NEW YORK,NY,7063655,"OBAMA, BARACK H.","MCCAIN, JOHN",4645332,2418323,4645332,2418323,1113505,D,31,538,365,173,D,True
441,2008,NORTH CAROLINA,NC,4271125,"OBAMA, BARACK H.","MCCAIN, JOHN",2142651,2128474,2142651,2128474,7089,D,15,538,365,173,D,True
442,2008,NORTH DAKOTA,ND,309879,"OBAMA, BARACK H.","MCCAIN, JOHN",141278,168601,168601,141278,13662,R,3,538,365,173,D,False
443,2008,OHIO,OH,5617864,"OBAMA, BARACK H.","MCCAIN, JOHN",2940044,2677820,2940044,2677820,131113,D,20,538,365,173,D,True
444,2008,OKLAHOMA,OK,1462661,"OBAMA, BARACK H.","MCCAIN, JOHN",502496,960165,960165,502496,228835,R,7,538,365,173,D,False
445,2008,OREGON,OR,1775766,"OBAMA, BARACK H.","MCCAIN, JOHN",1037291,738475,1037291,738475,149409,D,7,538,365,173,D,True
446,2008,PENNSYLVANIA,PA,5932248,"OBAMA, BARACK H.","MCCAIN, JOHN",3276363,2655885,3276363,2655885,310240,D,21,538,365,173,D,True
447,2008,RHODE ISLAND,RI,461962,"OBAMA, BARACK H.","MCCAIN, JOHN",296571,165391,296571,165391,65591,D,4,538,365,173,D,True
448,2008,SOUTH CAROLINA,SC,1897345,"OBAMA, BARACK H.","MCCAIN, JOHN",862449,1034896,1034896,862449,86224,R,8,538,365,173,D,False
449,2008,SOUTH DAKOTA,SD,373978,"OBAMA, BARACK H.","MCCAIN, JOHN",170924,203054,203054,170924,16066,R,3,538,365,173,D,False
450,2008,TENNESSEE,TN,2566615,"OBAMA, BARACK H.","MCCAIN, JOHN",1087437,1479178,1479178,1087437,195871,R,11,538,365,173,D,False
451,2008,TEXAS,TX,8007961,"OBAMA, BARACK H.","MCCAIN, JOHN",3528633,4479328,4479328,3528633,475348,R,34,538,365,173,D,False
452,2008,UTAH,UT,923700,"OBAMA, BARACK H.","MCCAIN, JOHN",327670,596030,596030,327670,134181,R,5,538,365,173,D,False
453,2008,VERMONT,VT,318236,"OBAMA, BARACK H.","MCCAIN, JOHN",219262,98974,219262,98974,60145,D,3,538,365,173,D,True
454,2008,VIRGINIA,VA,3684537,"OBAMA, BARACK H.","MCCAIN, JOHN",1959532,1725005,1959532,1725005,117264,D,13,538,365,173,D,True
455,2008,WASHINGTON,WA,2980064,"OBAMA, BARACK H.","MCCAIN, JOHN",1750848,1229216,1750848,1229216,260817,D,11,538,365,173,D,True
456,2008,WEST VIRGINIA,WV,701323,"OBAMA, BARACK H.","MCCAIN, JOHN",303857,397466,397466,303857,46805,R,5,538,365,173,D,False
457,2008,WISCONSIN,WI,2939604,"OBAMA, BARACK H.","MCCAIN, JOHN",1677211,1262393,1677211,1262393,207410,D,10,538,365,173,D,True
458,2008,WYOMING,WY,247826,"OBAMA, BARACK H.","MCCAIN, JOHN",82868,164958,164958,82868,41046,R,3,538,365,173,D,False
459,2012,ALABAMA,AL,2051621,"OBAMA, BARACK H.","ROMNEY, MITT",795696,1255925,1255925,795696,230115,R,9,538,332,206,D,False
460,2012,ALASKA,AK,287316,"OBAMA, BARACK H.","ROMNEY, MITT",122640,164676,164676,122640,21019,R,3,538,332,206,D,False
461,2012,ARIZONA,AZ,2258886,"OBAMA, BARACK H.","ROMNEY, MITT",1025232,1233654,1233654,1025232,104212,R,11,538,332,206,D,False
462,2012,ARKANSAS,AR,1042153,"OBAMA, BARACK H.","ROMNEY, MITT",394409,647744,647744,394409,126668,R,6,538,332,206,D,False
463,2012,CALIFORNIA,CA,12694243,"OBAMA, BARACK H.","ROMNEY, MITT",7854285,4839958,7854285,4839958,1507164,D,55,538,332,206,D,True
464,2012,COLORADO,CO,2508344,"OBAMA, BARACK H.","ROMNEY, MITT",1323101,1185243,1323101,1185243,68930,D,9,538,332,206,D,True
465,2012,CONNECTICUT,CT,1539975,"OBAMA, BARACK H.","ROMNEY, MITT",905083,634892,905083,634892,135096,D,7,538,332,206,D,True
466,2012,DELAWARE,DE,408068,"OBAMA, BARACK H.","ROMNEY, MITT",242584,165484,242584,165484,38551,D,3,538,332,206,D,True
467,2012,D.C.,DC,288451,"OBAMA, BARACK H.","ROMNEY, MITT",267070,21381,267070,21381,122845,D,3,538,332,206,D,True
468,2012,FLORIDA,FL,8401203,"OBAMA, BARACK H.","ROMNEY, MITT",4237756,4163447,4237756,4163447,37155,D,29,538,332,206,D,True
469,2012,GEORGIA,GA,3852515,"OBAMA, BARACK H.","ROMNEY, MITT",1773827,2078688,2078688,1773827,152431,R,16,538,332,206,D,False
470,2012,HAWAII,HI,427673,"OBAMA, BARACK H.","ROMNEY, MITT",306658,121015,306658,121015,92822,D,4,538,332,206,D,True
471,2012,IDAHO,ID,633698,"OBAMA, BARACK H.","ROMNEY, MITT",212787,420911,420911,212787,104063,R,4,538,332,206,D,False
472,2012,ILLINOIS,IL,5154728,"OBAMA, BARACK H.","ROMNEY, MITT",3019512,2135216,3019512,2135216,442149,D,20,538,332,206,D,True
473,2012,INDIANA,IN,2573430,"OBAMA, BARACK H.","ROMNEY, MITT",1152887,1420543,1420543,1152887,133829,R,11,538,332,206,D,False
474,2012,IOWA,IA,1553161,"OBAMA, BARACK H.","ROMNEY, MITT",822544,730617,822544,730617,45964,D,6,538,332,206,D,True
475,2012,KANSAS,KS,1133360,"OBAMA, BARACK H.","ROMNEY, MITT",440726,692634,692634,440726,125955,R,6,538,332,206,D,False
476,2012,KENTUCKY,KY,1766560,"OBAMA, BARACK H.","ROMNEY, MITT",679370,1087190,1087190,679370,203911,R,8,538,332,206,D,False
477,2012,LOUISIANA,LA,1961403,"OBAMA, BARACK H.","ROMNEY, MITT",809141,1152262,1152262,809141,171561,R,8,538,332,206,D,False
478,2012,MAINE,ME,693582,"OBAMA, BARACK H.","ROMNEY, MITT",401306,292276,401306,292276,54516,D,4,538,332,206,D,True
479,2012,MARYLAND,MD,2649713,"OBAMA, BARACK H.","ROMNEY, MITT",1677844,971869,1677844,971869,352988,D,10,538,332,206,D,True
480,2012,MASSACHUSETTS,MA,3109604,"OBAMA, BARACK H.","ROMNEY, MITT",1921290,1188314,1921290,1188314,366489,D,11,538,332,206,D,True
481,2012,MICHIGAN,MI,4679825,"OBAMA, BARACK H.","ROMNEY, MITT",2564569,2115256,2564569,2115256,224657,D,16,538,332,206,D,True
482,2012,MINNESOTA,MN,2866392,"OBAMA, BARACK H.","ROMNEY, MITT",1546167,1320225,1546167,1320225,112972,D,10,538,332,206,D,True
483,2012,MISSISSIPPI,MS,1273695,"OBAMA, BARACK H.","ROMNEY, MITT",562949,710746,710746,562949,73899,R,6,538,332,206,D,False
484,2012,MISSOURI,MO,2706236,"OBAMA, BARACK H.","ROMNEY, MITT",1223796,1482440,1482440,1223796,129323,R,10,538,332,206,D,False
485,2012,MONTANA,MT,469767,"OBAMA, BARACK H.","ROMNEY, MITT",201839,267928,267928,201839,33045,R,3,538,332,206,D,False
486,2012,NEBRASKA,NE,777145,"OBAMA, BARACK H.","ROMNEY, MITT",302081,475064,475064,302081,86492,R,5,538,332,206,D,False
487,2012,NEVADA,NV,994940,"OBAMA, BARACK H.","ROMNEY, MITT",531373,463567,531373,463567,33904,D,6,538,332,206,D,True
488,2012,NEW HAMPSHIRE,NH,699479,"OBAMA, BARACK H.","ROMNEY, MITT",369561,329918,369561,329918,19822,D,4,538,332,206,D,True
489,2012,NEW JERSEY,NJ,3600874,"OBAMA, BARACK H.","ROMNEY, MITT",2122786,1478088,2122786,1478088,322350,D,14,538,332,206,D,True
490,2012,NEW MEXICO,NM,751123,"OBAMA, BARACK H.","ROMNEY, MITT",415335,335788,415335,335788,39774,D,5,538,332,206,D,True
491,2012,NEW YORK,NY,6547625,"OBAMA, BARACK H.","ROMNEY, MITT",4324228,2223397,4324228,2223397,1050416,D,29,538,332,206,D,True
492,2012,NORTH CAROLINA,NC,4448786,"OBAMA, BARACK H.","ROMNEY, MITT",2178391,2270395,2270395,2178391,46003,R,15,538,332,206,D,False
493,2012,NORTH DAKOTA,ND,313286,"OBAMA, BARACK H.","ROMNEY, MITT",124966,188320,188320,124966,31678,R,3,538,332,206,D,False
494,2012,OHIO,OH,5489028,"OBAMA, BARACK H.","ROMNEY, MITT",2827621,2661407,2827621,2661407,83108,D,18,538,332,206,D,True
495,2012,OKLAHOMA,OK,1334872,"OBAMA, BARACK H.","ROMNEY, MITT",443547,891325,891325,443547,223890,R,7,538,332,206,D,False
496,2012,OREGON,OR,1724663,"OBAMA, BARACK H.","ROMNEY, MITT",970488,754175,970488,754175,108157,D,7,538,332,206,D,True
497,2012,PENNSYLVANIA,PA,5670708,"OBAMA, BARACK H.","ROMNEY, MITT",2990274,2680434,2990274,2680434,154921,D,20,538,332,206,D,True
498,2012,RHODE ISLAND,RI,436881,"OBAMA, BARACK H.","ROMNEY, MITT",279677,157204,279677,157204,61237,D,4,538,332,206,D,True
499,2012,SOUTH CAROLINA,SC,1937586,"OBAMA, BARACK H.","ROMNEY, MITT",865941,1071645,1071645,865941,102853,R,9,538,332,206,D,False
500,2012,SOUTH DAKOTA,SD,355649,"OBAMA, BARACK H.","ROMNEY, MITT",145039,210610,210610,145039,32786,R,3,538,332,206,D,False
501,2012,TENNESSEE,TN,2423039,"OBAMA, BARACK H.","ROMNEY, MITT",960709,1462330,1462330,960709,250811,R,11,538,332,206,D,False
502,2012,TEXAS,TX,7877967,"OBAMA, BARACK H.","ROMNEY, MITT",3308124,4569843,4569843,3308124,630860,R,38,538,332,206,D,False
503,2012,UTAH,UT,992413,"OBAMA, BARACK H.","ROMNEY, MITT",251813,740600,740600,251813,244394,R,6,538,332,206,D,False
504,2012,VERMONT,VT,291937,"OBAMA, BARACK H.","ROMNEY, MITT",199239,92698,199239,92698,53271,D,3,538,332,206,D,True
505,2012,VIRGINIA,VA,3794342,"OBAMA, BARACK H.","ROMNEY, MITT",1971820,1822522,1971820,1822522,74650,D,13,538,332,206,D,True
506,2012,WASHINGTON,WA,3046066,"OBAMA, BARACK H.","ROMNEY, MITT",1755396,1290670,1755396,1290670,232364,D,12,538,332,206,D,True
